,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
843576,tt4201044,movie,Pistas para volver a casa,Pistas para volver a casa,0,2014,89,"Adventure,Comedy,Crime",6.4,101,Adventure
506967,tt1163500,tvEpisode,Lust in Translation,Lust in Translation,0,2007,29,Comedy,6.8,16,Comedy
494659,tt1130716,short,Daughter of Odin,Daughter of Odin,0,2007,4,"Fantasy,Short",5.5,6,Fantasy
121503,tt0185012,movie,Wolfridge,Wolfridge,0,1994,82,Fantasy,2.3,10,Fantasy
243717,tt0462728,short,Zero Hour,Zero Hour,0,1992,30,Short,7.8,6,Short
1039841,tt8111444,tvEpisode,The Constipation Situation,The Constipation Situation,0,2018,23,"Adventure,Animation,Comedy",6.5,89,Adventure
806440,tt3572336,tvShort,Erika Pluhar: Trotzdem. Mein Leben.,Erika Pluhar: Trotzdem. Mein Leben.,0,2014,44,"Biography,Documentary,Short",7.6,7,Biography
973858,tt6577814,movie,Screwed,Pihalla,0,2017,100,"Comedy,Drama,Romance",6.3,1167,Comedy
1057028,tt8589596,tvEpisode,The Alternative,The Alternative,0,2018,21,Documentary,9.0,6,Documentary
233722,tt0437409,video,The Passions of Howard Hughes,The Passions of Howard Hughes,0,2004,60,Documentary,7.3,11,Documentary
877068,tt4818924,tvEpisode,When You Wish Upon a Star,When You Wish Upon a Star,0,2003,22,"Action,Animation,Family",6.2,12,Action
1052299,tt8451910,tvEpisode,Borneo: Dark Shadow,Borneo: Dark Shadow,0,2020,48,Documentary,8.6,11,Documentary
395937,tt0843849,video,Fast and the Furious: Tokyo Drift Peek Performance,Fast and the Furious: Tokyo Drift Peek Performance,0,2006,30,"Documentary,Short",7.8,44,Documentary
900351,tt5240520,tvEpisode,Soaring in Ishgar,Soaring in Ishgar,0,2015,24,"Action,Adventure,Animation",7.8,44,Action
286664,tt0565666,tvEpisode,The Bookie,The Bookie,0,1967,30,"Crime,Drama,Mystery",7.3,79,Crime
850623,tt4331548,tvEpisode,Deceptive Killers,Deceptive Killers,0,2015,44,"Crime,Documentary",7.5,6,Crime
862613,tt4549224,movie,The Standoff,The Standoff,0,2016,90,Comedy,5.4,913,Comedy
239513,tt0452314,movie,Luukas,Luukas,0,1992,80,Drama,4.8,9,Drama
144361,tt0234571,movie,Ratha Kanneer,Ratha Kanneer,0,1954,154,Drama,8.1,295,Drama
90834,tt0123112,short,I Married a Munchkin,I Married a Munchkin,0,1994,41,"Documentary,Short",6.0,15,Documentary
1048876,tt8359062,tvEpisode,The Stink of Fear: Chapter 3,The Stink of Fear: Chapter 3,0,2018,23,"Adventure,Animation,Comedy",6.0,5,Adventure
62894,tt0088892,movie,Cease Fire,Cease Fire,0,1985,97,Drama,6.5,197,Drama
609368,tt1561652,tvEpisode,Japanski pacijent,Japanski pacijent,0,2004,41,Comedy,6.6,12,Comedy
793417,tt3377642,tvEpisode,H2O,H2O,0,2013,22,Documentary,6.0,13,Documentary
680173,tt2011508,tvEpisode,A Kiss Is Just a Kiss,A Kiss Is Just a Kiss,0,2011,22,"Comedy,Romance",7.8,41,Comedy
80757,tt0110085,movie,Fear of Heights,Höhenangst,0,1994,105,Drama,6.9,46,Drama
74242,tt0102184,movie,Charlie Strapp and Froggy Ball Flying High,Kalle Stropp och Grodan Boll på svindlande äventyr,0,1991,83,"Adventure,Animation,Family",6.6,375,Adventure
51289,tt0075307,movie,Target of an Assassin,Target of an Assassin,0,1977,105,Thriller,5.0,361,Thriller
795058,tt3400802,tvEpisode,"I'm Sorry, Chelsea","I'm Sorry, Chelsea",0,2013,22,"Comedy,Drama",9.0,5,Comedy
11430,tt0027767,short,How to Behave,How to Behave,0,1936,10,"Comedy,Short",6.3,97,Comedy
855423,tt4427180,video,Lenny Kravitz: New York City,Lenny Kravitz: New York City,0,2014,7,"Music,Short",5.8,5,Music
601630,tt1520105,tvEpisode,Dr. Okido and Dr. Odamaki! Secret Base Battle!!,Dr. Okido and Dr. Odamaki! Secret Base Battle!!,0,2004,22,"Action,Adventure,Animation",6.6,64,Action
845826,tt4242792,tvEpisode,Partners,Partners,0,2015,23,Comedy,7.2,37,Comedy
645246,tt1764220,short,Camp Chapel,Camp Chapel,0,2010,21,"Comedy,Short",7.6,54,Comedy
577991,tt1388234,tvEpisode,The Devil and Sam Oliver,The Devil and Sam Oliver,0,2009,41,"Adventure,Comedy,Drama",8.1,162,Adventure
928400,tt5752258,movie,Two Wolves,Two Wolves,0,2020,95,Drama,8.1,8,Drama
1014957,tt7498134,tvEpisode,Huge Reward; Bear-I-Cade,Huge Reward; Bear-I-Cade,0,2017,22,"Animation,Comedy",7.0,6,Animation
925001,tt5689030,tvSeries,Dear My Friends,Di-eo Ma-i Peu-ren-jeu,0,2016,70,"Comedy,Drama",8.3,178,Comedy
381345,tt0801568,tvEpisode,Doug on the Trail/Doug Meets RoboBone,Doug on the Trail/Doug Meets RoboBone,0,1992,24,"Adventure,Animation,Comedy",8.3,59,Adventure
119560,tt0181358,movie,Chain Gang,Chain Gang,0,1984,90,"Action,Drama",5.1,26,Action
764153,tt2908752,tvEpisode,The Wind Beneath My Wingman,The Wind Beneath My Wingman,0,2013,22,Comedy,4.4,15,Comedy
102303,tt0146913,short,House Cleaning Time,House Cleaning Time,0,1929,7,"Animation,Comedy,Short",4.5,15,Animation
587893,tt1444429,tvEpisode,Hungry Man,Hungry Man,0,2009,51,"Crime,Drama,Mystery",9.4,4605,Crime
291870,tt0576649,tvEpisode,The Monster That Devoured Las Vegas,The Monster That Devoured Las Vegas,0,1984,47,"Drama,Music,Musical",7.3,19,Drama
378282,tt0791650,short,What Remains,What Remains,0,2006,15,"Drama,Short",7.5,6,Drama
290661,tt0574974,tvEpisode,Traitor,Traitor,0,1967,60,"Crime,Drama,Mystery",8.3,7,Crime
924151,tt5671318,short,Die Last der Erinnerung,Die Last der Erinnerung,0,2016,16,"Comedy,Short",8.0,16,Comedy
148913,tt0245183,tvEpisode,Jewel Robbery at the Grand Metropolitan,Jewel Robbery at the Grand Metropolitan,0,1993,51,"Crime,Drama,Mystery",7.6,833,Crime
599428,tt1508694,movie,The Man Who Came with the Snow,The Man Who Came with the Snow,0,2009,75,Drama,6.5,57,Drama
296045,tt0584227,tvEpisode,The Miracle of Thanksgiving,The Miracle of Thanksgiving,0,1987,25,"Comedy,Drama,Family",7.1,262,Comedy
879869,tt4876656,tvEpisode,Achtung Freiheit,Achtung Freiheit,0,2015,24,Comedy,7.8,8,Comedy
551556,tt1288554,short,The Beginning of December,The Beginning of December,0,2008,9,"Drama,Short",6.9,36,Drama
45646,tt0068722,movie,The Human Goddess,Xian nü xia fan,0,1972,99,"Comedy,Romance",5.5,44,Comedy
318051,tt0638388,tvEpisode,Pressure Points,Pressure Points,0,1982,24,"Comedy,Drama,War",7.8,270,Comedy
588179,tt1446329,tvEpisode,Episode #37.5,Episode #37.5,0,2009,30,"Comedy,Game-Show,News",7.2,5,Comedy
698667,tt2149190,movie,Camp 14: Total Control Zone,Camp 14: Total Control Zone,0,2012,106,"Biography,Documentary",7.4,1020,Biography
155565,tt0260055,movie,Golmaal Govindam,Golmaal Govindam,0,1992,128,"Comedy,Drama",7.3,53,Comedy
112013,tt0166113,movie,Bubble Gum,Bubble Gum,1,1983,67,"Adult,Comedy",5.8,33,Adult
522144,tt1202253,tvSeries,Clinically Wild: Alaska,Clinically Wild: Alaska,0,2008,30,Reality-TV,7.1,8,Reality-TV
42964,tt0065641,movie,Dionysus in '69,Dionysus in '69,0,1970,85,Drama,5.4,296,Drama
84346,tt0114559,tvMovie,The Stranger Beside Me,The Stranger Beside Me,0,1995,92,Drama,6.2,771,Drama
85725,tt0116259,movie,Extreme Measures,Extreme Measures,0,1996,118,"Crime,Drama,Mystery",6.2,16916,Crime
745706,tt2597302,movie,Und Äktschn!,Und Äktschn!,0,2014,98,Comedy,5.6,218,Comedy
902030,tt5266182,short,Warm Snow,Warm Snow,0,2015,5,"Animation,Short",6.0,13,Animation
623541,tt1641094,tvEpisode,Meet the New Boss,Meet the New Boss,0,2011,60,"Comedy,Drama",7.9,150,Comedy
63521,tt0089621,tvMovie,Morgengrauen,Morgengrauen,0,1984,90,Sci-Fi,4.5,24,Sci-Fi
433324,tt0988478,tvEpisode,Honki de tatakae! Shaina no gyakushu,Honki de tatakae! Shaina no gyakushu,0,1987,25,"Action,Adventure,Animation",7.6,140,Action
219967,tt0404054,tvSpecial,Frank Sinatra: A Man and His Music,Frank Sinatra: A Man and His Music,0,1965,60,"Documentary,Music",8.5,133,Documentary
1029023,tt7828382,tvEpisode,The Fever,The Fever,0,2018,21,Comedy,6.8,44,Comedy
381410,tt0801721,tvEpisode,Guest Elephant,Guest Elephant,0,1991,24,Comedy,4.1,13,Comedy
445725,tt10218918,tvEpisode,Pilot,Pilot,0,2003,89,"Crime,Drama,Mystery",8.0,8,Crime
189402,tt0331436,tvSpecial,The Best of SCTV,The Best of SCTV,0,1988,120,Comedy,8.0,162,Comedy
690591,tt2091288,movie,Black Web,Easton's Article,0,2012,89,"Drama,Sci-Fi,Thriller",4.4,175,Drama
1067583,tt8914770,tvEpisode,Curse of the Mayan Treasure,Curse of the Mayan Treasure,0,2018,42,"Documentary,Mystery",7.7,6,Documentary
1039136,tt8092118,movie,Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song,Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song,0,2020,120,"Animation,Drama,Fantasy",7.9,209,Animation
368210,tt0759718,tvEpisode,Pilot,Pilot,0,2006,48,Drama,6.9,74,Drama
119185,tt0180759,movie,Indijsko ogledalo,Indijsko ogledalo,0,1985,90,Comedy,4.9,41,Comedy
4246,tt0015863,movie,Go West,Go West,0,1925,69,"Comedy,Western",7.2,3786,Comedy
364875,tt0749674,tvEpisode,Legacy,Legacy,0,2004,43,"Crime,Drama,Mystery",8.0,105,Crime
650019,tt1794713,movie,61 Dagwood,61 Dagwood,0,2007,90,Comedy,7.6,7,Comedy
791541,tt3343178,tvEpisode,Scroggin,Scroggin,0,2014,25,"Comedy,Drama,Romance",9.1,373,Comedy
976810,tt6650742,tvSeries,Mom and Dads,Ima VeAbaz,0,2012,35,"Comedy,Drama",8.2,8,Comedy
571790,tt1355722,short,Stella,Stella,0,2009,5,"Documentary,Short",7.8,10,Documentary
4786,tt0017231,short,On the Front Page,On the Front Page,0,1926,22,"Comedy,Short",6.0,138,Comedy
616913,tt1602230,tvEpisode,First Disillusionment,First Disillusionment,0,1959,30,"Comedy,Family",6.2,13,Comedy
209695,tt0381332,short,Kick Me Again,Kick Me Again,0,1937,21,"Comedy,Short",6.0,7,Comedy
159288,tt0268098,tvSeries,Vil du bli millionær?,Vil du bli millionær?,0,2000,50,Game-Show,5.9,43,Game-Show
325596,tt0653571,tvEpisode,Murder in a Minor Key,Murder in a Minor Key,0,1987,47,"Crime,Drama,Mystery",6.8,227,Crime
559392,tt1312180,movie,The Wizard Rockumentary: A Movie About Rocking and Rowling,The Wizard Rockumentary: A Movie About Rocking and Rowling,0,2008,92,Documentary,8.3,9,Documentary
621694,tt1631027,tvEpisode,Neue Wege,Neue Wege,0,2010,43,Comedy,5.7,6,Comedy
832409,tt4012774,short,The Sailor and the Seagull,The Sailor and the Seagull,0,1949,10,"Animation,Short",4.9,74,Animation
183535,tt0317124,movie,The Bay of Love and Sorrows,The Bay of Love and Sorrows,0,2002,94,Drama,5.7,183,Drama
249335,tt0478082,tvSeries,Shopping Spree,Shopping Spree,0,1996,30,Game-Show,5.2,10,Game-Show
928345,tt5751378,tvEpisode,Nation of Sealand; Nantucket Sea Monster; Bandit Queen,Nation of Sealand; Nantucket Sea Monster; Bandit Queen,0,2016,42,"Adventure,Biography,Crime",7.9,7,Adventure
31007,tt0051795,movie,Jedini izlaz,Jedini izlaz,0,1958,85,War,6.2,27,War
696676,tt2133929,tvEpisode,Pretty Boy Flizzy,Pretty Boy Flizzy,0,2014,23,"Action,Animation,Comedy",7.5,228,Action
52195,tt0076373,tvMovie,The Mask of Alexander Cross,The Mask of Alexander Cross,0,1977,70,Thriller,5.2,21,Thriller
208928,tt0379671,tvSeries,Toma libre,Toma libre,0,2001,60,Comedy,7.0,6,Comedy
229811,tt0427836,tvMovie,The Sergeant and the Spy,The Sergeant and the Spy,0,1954,63,"Crime,Drama",5.6,11,Crime
302102,tt0598224,tvEpisode,To Kill or Be Killed,To Kill or Be Killed,0,1971,51,"Crime,Drama,Mystery",7.4,80,Crime
350230,tt0711166,tvEpisode,The Virgin Jerri,The Virgin Jerri,0,2000,23,Comedy,8.4,59,Comedy
596470,tt1493054,short,One Love,One Love,0,2009,15,"Drama,Short",8.5,41,Drama
344933,tt0699491,tvEpisode,Carnivores,Carnivores,0,2002,60,"Crime,Drama,Thriller",8.1,899,Crime
909937,tt5431490,tvEpisode,MotoCrossed,MotoCrossed,0,2016,39,Reality-TV,5.4,7,Reality-TV
30351,tt0051017,movie,Stowaway Girl,Manuela,0,1957,87,Drama,6.6,93,Drama
152014,tt0251942,tvEpisode,Abgründe,Abgründe,0,1990,75,"Crime,Drama",6.6,14,Crime
1014951,tt7498028,short,Girl In The Mirror,Girl In The Mirror,0,2017,8,"Short,Thriller",3.6,5,Short
440619,tt10106728,tvEpisode,Shibuvinte Joli,Shibuvinte Joli,0,2018,5,"Comedy,Short",8.4,11,Comedy
47405,tt0070773,movie,Strait,Tangna,0,1973,88,"Crime,Drama,Romance",6.8,197,Crime
259131,tt0503594,tvEpisode,Chicken Noodle Heads,Chicken Noodle Heads,0,2005,43,"Comedy,Drama,Family",6.3,49,Comedy
384643,tt0811064,tvEpisode,Sex Slaves,Sex Slaves,0,2005,89,"Documentary,News",7.2,145,Documentary
215975,tt0395114,short,The Boss,The Boss,0,2003,12,"Comedy,Short",7.0,12,Comedy
750626,tt2668162,video,Master Mosquiton,Master Mosquiton,0,1996,180,"Action,Adventure,Animation",6.2,29,Action
237852,tt0447942,tvEpisode,Heike Makatsch und Peaches,Heike Makatsch und Peaches,0,2004,61,Documentary,8.3,9,Documentary
438974,tt1007287,tvEpisode,Revelations,Revelations,0,2007,42,"Action,Adventure,Drama",5.1,72,Action
45888,tt0069012,tvMovie,No Place to Run,No Place to Run,0,1972,73,Drama,6.5,47,Drama
707488,tt2212408,tvEpisode,Reunion Part 1,Reunion Part 1,0,2012,43,Reality-TV,6.4,5,Reality-TV
934495,tt5851338,tvEpisode,Even More Shorts,Even More Shorts,0,2016,11,"Animation,Comedy,Family",7.0,14,Animation
134505,tt0212164,movie,The Floating Dutchman,The Floating Dutchman,0,1952,76,"Crime,Drama",5.7,75,Crime
152950,tt0254176,short,The Bell Rang to an Empty Sky,The Bell Rang to an Empty Sky,0,1977,5,Short,7.0,5,Short
139198,tt0222167,movie,Lucky 13,Lucky 13,0,2005,95,"Comedy,Romance",4.6,1017,Comedy
382858,tt0806053,movie,Desmond & The Swamp Barbarian Trap,Desmond & träskpatraskfällan,0,2006,68,Animation,5.9,62,Animation
286705,tt0565721,tvEpisode,The Big Boys,The Big Boys,0,1954,30,"Crime,Drama,Mystery",7.2,54,Crime
371925,tt0770121,tvEpisode,Still Deceitful,Still Deceitful,0,2006,30,"Comedy,Romance",7.8,53,Comedy
66297,tt0092856,video,Death Nurse,Death Nurse,0,1987,60,Horror,4.9,226,Horror
882353,tt4932388,movie,Let Yourself Go,Lasciati andare,0,2017,99,Comedy,6.0,997,Comedy
382490,tt0805086,tvEpisode,Arthur Makes Waves/It Came from Beyond,Arthur Makes Waves/It Came from Beyond,0,2005,26,"Adventure,Animation,Comedy",6.4,14,Adventure
77197,tt0105774,movie,Vremya vashey zhizni,Vremya vashey zhizni,0,1992,96,Drama,4.0,7,Drama
835187,tt4061876,movie,Kid Kulafu,Kid Kulafu,0,2015,109,"Biography,Drama,Sport",6.7,271,Biography
155856,tt0260638,tvMovie,My Fragile Heart,My Fragile Heart,0,2000,136,Drama,7.2,41,Drama
756184,tt2764768,movie,Vamos Fazer um Brinde,Vamos Fazer um Brinde,0,2011,75,Drama,6.1,11,Drama
934749,tt5857926,tvEpisode,Episode #1.3,Episode #1.3,0,2016,42,"Comedy,Game-Show",6.9,27,Comedy
549317,tt12817880,tvEpisode,Hazardous Waste,Hazardous Waste,0,2020,13,Comedy,9.1,7,Comedy
414886,tt0911352,tvEpisode,Episode #1.940,Episode #1.940,0,1970,23,"Drama,Fantasy,Horror",7.4,13,Drama
38137,tt0059978,tvSeries,Dark Shadows,Dark Shadows,0,1966,30,"Drama,Fantasy,Horror",8.0,3866,Drama
546613,tt1273802,short,"Le feu, le sang, les étoiles","Le feu, le sang, les étoiles",0,2008,15,"Drama,Short",5.7,31,Drama
528282,tt12186498,video,Voxel: V síti,Voxel: V síti,0,2012,4,"Music,Short",6.0,9,Music
113679,tt0169217,video,Sex Aliens,Sex Aliens,1,1986,76,"Adult,Comedy,Sci-Fi",5.6,31,Adult
920182,tt5603912,tvEpisode,Chapter Forty-One,Chapter Forty-One,0,2016,42,Comedy,7.8,209,Comedy
10826,tt0027008,movie,Skybound,Skybound,0,1935,55,"Action,Drama,Romance",5.2,20,Action
73222,tt0100965,short,X Is Y,X Is Y,0,1990,3,Short,5.6,275,Short
412018,tt0900687,tvEpisode,Shadow of Angels: Part 2,Shadow of Angels: Part 2,0,1997,47,"Crime,Drama,Mystery",7.7,24,Crime
1081667,tt9307152,tvEpisode,Madness,Madness,0,2019,62,"Mystery,Sci-Fi,Thriller",7.4,246,Mystery
155606,tt0260139,video,Little White Chicks Big Black Monster Dicks #3,Little White Chicks Big Black Monster Dicks #3,1,1999,130,Adult,7.6,16,Adult
693156,tt2107430,tvEpisode,The Coup,The Coup,0,2012,44,"Drama,Musical",7.4,172,Drama
697073,tt2137920,tvMovie,"Nazad - k schastyu, ili Kto naydyot Sinyuyu ptitsu","Nazad - k schastyu, ili Kto naydyot Sinyuyu ptitsu",0,2011,102,Comedy,2.5,12,Comedy
980150,tt6725506,tvEpisode,Horse Ninja,Horse Ninja,0,2017,13,"Comedy,Talk-Show",8.5,32,Comedy
637046,tt1719665,movie,In Search of the Titanic,Tentacolino,0,2004,88,"Adventure,Animation,Family",1.9,1665,Adventure
1011185,tt7392160,movie,Wonder boy,Pi li bei bei,0,1988,90,"Drama,Sci-Fi",6.5,30,Drama
2833,tt0010958,short,Along the Moonbeam Trail,Along the Moonbeam Trail,0,1920,10,"Animation,Short",6.6,15,Animation
975022,tt6605574,video,Luxure: Initiations de Jeunes Libertines,Luxure: Initiations de Jeunes Libertines,1,2015,97,Adult,3.6,5,Adult
239445,tt0452138,short,Atomnia,Atomnia,0,2002,7,"Animation,Short",6.2,9,Animation
1096528,tt9877360,video,Cardi B & Bruno Mars: Please Me,Cardi B & Bruno Mars: Please Me,0,2019,4,"Music,Short",5.5,51,Music
1059105,tt8660980,tvSeries,Big Beasts: Last of the Giants,Big Beasts: Last of the Giants,0,2018,45,"Adventure,Documentary",8.2,15,Adventure
1061196,tt8719636,tvEpisode,The Restaurant Takeover,The Restaurant Takeover,0,2018,22,"Music,Reality-TV",8.6,14,Music
868187,tt4658858,short,The Last Departure,L'ultima partenza,0,2015,15,"Drama,Short",4.4,13,Drama
499508,tt1142694,tvSeries,More Dawn French's Boys Who Do Comedy,More Dawn French's Boys Who Do Comedy,0,2007,30,Documentary,7.3,13,Documentary
1089401,tt9601992,tvEpisode,Immunity Challenge: Ashley Davis,Immunity Challenge: Ashley Davis,0,2018,46,Reality-TV,6.7,6,Reality-TV
655789,tt1829997,tvEpisode,House of Eyes,House of Eyes,0,2011,21,"Drama,Family,Fantasy",8.4,32,Drama
722523,tt2333760,movie,Three Char Sau Bees,Three Char Sau Bees,0,2010,167,"Crime,Drama",3.2,19,Crime
714922,tt2273583,short,The Butterfly Effect,The Butterfly Effect,0,2011,8,"Documentary,Drama,Short",7.2,8,Documentary
1057118,tt8591260,movie,Inside Game,Inside Game,0,2019,97,"Drama,Sport",5.8,219,Drama
899097,tt5218484,tvEpisode,Bachmanity Insanity,Bachmanity Insanity,0,2016,28,Comedy,8.2,1229,Comedy
715742,tt2280009,tvEpisode,Franz Kafka's Jealousy!,Franz Kafka's Jealousy!,0,2012,11,"Animation,Comedy,Horror",8.6,9,Animation
760468,tt2835840,tvEpisode,Cruel Intentions,Cruel Intentions,0,2013,43,"Crime,Documentary",6.7,7,Crime
697361,tt2140371,short,Saving Face,Saving Face,0,2012,40,"Documentary,Drama,Short",8.0,1297,Documentary
295944,tt0584126,tvEpisode,Danny's Very First Date,Danny's Very First Date,0,1988,24,"Comedy,Drama,Family",7.0,233,Comedy
944661,tt6030554,movie,Hayat köprüsü,Hayat köprüsü,0,1986,88,"Drama,Romance",5.9,7,Drama
461128,tt1054847,tvEpisode,Chapter Four 'The Kindness of Strangers',Chapter Four 'The Kindness of Strangers',0,2007,43,"Drama,Fantasy,Sci-Fi",7.6,1235,Drama
937997,tt5912510,tvEpisode,Obi-Wan Kenobi and Qui-Gon Jinn VS Darth Maul,Obi-Wan Kenobi and Qui-Gon Jinn VS Darth Maul,0,2015,7,"Action,Comedy",8.0,6,Action
312585,tt0624442,tvEpisode,Every Dog Needs a Boy,Every Dog Needs a Boy,0,1969,50,Sci-Fi,7.4,31,Sci-Fi
655031,tt1825772,movie,Predatory Instinct,Predatory Instinct,0,2011,94,Horror,1.7,149,Horror
449325,tt1030164,tvEpisode,Conflicts of Interest,Conflicts of Interest,0,2007,43,"Drama,Romance,Western",6.8,21,Drama
428800,tt0969289,tvShort,Leipzig - Sex and the City,Leipzig - Sex and the City,0,2007,44,"Documentary,Short",4.1,7,Documentary
996151,tt7054836,video,Tom Petty and the Heartbreakers: Learning to Fly,Tom Petty and the Heartbreakers: Learning to Fly,0,1991,4,"Music,Short",7.6,208,Music
572269,tt1358277,short,Theo,Theo,0,2011,30,"Drama,Short",8.2,5,Drama
868412,tt4662238,movie,Orgy of the Devil and Other Forbidden Tapes of Ivan Cardoso,O Bacanal do Diabo e Outras Fitas Proibidas de Ivan Cardoso,0,2013,62,Musical,6.5,17,Musical
1041150,tt8150158,tvEpisode,Rock Your Face Off,Rock Your Face Off,0,2018,41,"Game-Show,Reality-TV",6.8,9,Game-Show
928108,tt5747264,tvEpisode,Visiting Hours,Visiting Hours,0,2017,39,"Drama,Horror,Mystery",9.0,1207,Drama
470968,tt10773602,tvEpisode,Fashion Show Faux Pas,Fashion Show Faux Pas,0,2019,44,Reality-TV,8.6,9,Reality-TV
683925,tt2045046,tvEpisode,Citizens' Assembly,Citizens' Assembly,0,2011,29,Comedy,7.4,5,Comedy
284361,tt0560008,tvEpisode,My Fair Larry,My Fair Larry,0,1983,25,"Comedy,Drama,Family",7.4,47,Comedy
531238,tt1227168,tvShort,Ogni giorno,Ogni giorno,0,2008,7,"Drama,Short",8.9,8,Drama
1021362,tt7642158,tvEpisode,Emergence - How Stupid Things Become Smart Together,Emergence - How Stupid Things Become Smart Together,0,2017,7,"Animation,Documentary",7.7,11,Animation
967156,tt6429482,tvEpisode,Frankie and Amelia's Fun Friend Weekend,Frankie and Amelia's Fun Friend Weekend,0,2017,24,"Comedy,Family",4.8,32,Comedy
266775,tt0519354,tvEpisode,The Elusive Baguette,The Elusive Baguette,0,1960,30,Western,7.6,26,Western
8490,tt0023838,movie,The Bowery,The Bowery,0,1933,92,"Comedy,Drama",6.9,434,Comedy
445932,tt1022450,tvEpisode,Episode #4.20,Episode #4.20,0,2002,25,"Drama,Romance,Sci-Fi",8.1,10,Drama
27483,tt0047624,movie,Twelve Chapters on Women,Josei ni kansuru jûni shô,0,1954,87,Drama,6.2,6,Drama
783691,tt3225018,video,Rescue Me!,Resukiyu Me!,0,2013,27,"Adult,Animation,Comedy",5.4,26,Adult
736574,tt2459578,movie,Bee People,Bee People,0,2014,103,"Documentary,Family",6.1,13,Documentary
447262,tt1025089,tvEpisode,Mondsüchtig,Mondsüchtig,0,2005,48,"Comedy,Crime",8.3,15,Comedy
999345,tt7127564,tvEpisode,Super Minecraft 64 Bloopers: Legend of Steve,Super Minecraft 64 Bloopers: Legend of Steve,0,2014,7,"Adventure,Animation,Comedy",7.8,9,Adventure
906957,tt5347254,tvEpisode,Hitzschlag,Hitzschlag,0,2016,94,Crime,7.1,60,Crime
585400,tt1430167,tvEpisode,Venus Minako's Nurse Mayhem,Venus Minako's Nurse Mayhem,0,1993,24,"Action,Adventure,Animation",7.2,35,Action
317207,tt0636642,tvEpisode,Best of Friends/Aftermath/Dream Boat,Best of Friends/Aftermath/Dream Boat,0,1979,60,"Comedy,Drama,Romance",6.5,47,Comedy
17096,tt0034875,short,How to Swim,How to Swim,0,1942,8,"Animation,Comedy,Family",7.2,776,Animation
332031,tt0670141,tvEpisode,Art for Mom's Sake,Art for Mom's Sake,0,1974,30,"Comedy,Family,Music",6.6,36,Comedy
457390,tt1047210,tvEpisode,Episode #1.4,Episode #1.4,0,1994,28,Comedy,7.5,25,Comedy
662014,tt1868037,short,La petite sirène,La petite sirène,0,2011,10,Short,6.4,5,Short
52327,tt0076524,movie,Paradistorg,Paradistorg,0,1977,113,Drama,6.3,81,Drama
215428,tt0394271,tvEpisode,"Mirror, Mirror","Mirror, Mirror",0,1994,43,"Action,Adventure,Crime",6.0,92,Action
809416,tt3617994,tvEpisode,Grounded,Grounded,0,2014,22,"Adventure,Animation,Comedy",6.9,14,Adventure
812798,tt3667598,tvEpisode,The Pogo Games,The Pogo Games,0,2014,56,"Adventure,Animation,Comedy",8.2,8,Adventure
438595,tt10064804,tvEpisode,Islands,Islands,0,2016,9,Documentary,8.1,7,Documentary
443805,tt1017782,tvEpisode,Put Your Feet in Our Hands,Put Your Feet in Our Hands,0,1960,26,"Comedy,Family",7.7,16,Comedy
353529,tt0720135,tvEpisode,Mother's Little Helper,Mother's Little Helper,0,2004,22,"Comedy,Romance",7.4,591,Comedy
644182,tt1756756,movie,"Storm Surfers, Dangerous Banks","Storm Surfers, Dangerous Banks",0,2008,46,Adventure,7.9,10,Adventure
1036663,tt8022774,video,The Police: Can't Stand Losing You,The Police: Can't Stand Losing You,0,1978,3,"Music,Short",6.0,11,Music
838123,tt4114634,tvEpisode,Episode #1.1,Episode #1.1,0,2014,41,"Action,Crime,Drama",7.6,80,Action
843934,tt4208278,tvEpisode,Reputation of Evil,Reputation of Evil,0,2015,43,Crime,6.0,6,Crime
392449,tt0834474,tvEpisode,Reraizure,Reraizure,0,1995,22,"Adventure,Animation,Sci-Fi",7.8,66,Adventure
810663,tt3635294,tvEpisode,Hîrô no shikaku,Hîrô no shikaku,0,2013,24,"Action,Adventure,Animation",8.2,250,Action
149797,tt0246904,movie,Sa paraiso ni Efren,Sa paraiso ni Efren,0,1999,110,Drama,6.6,18,Drama
361617,tt0744305,tvEpisode,I'm Home,I'm Home,0,1999,43,"Action,Crime,Drama",8.4,5,Action
415862,tt0915170,tvEpisode,Episode #1.1141,Episode #1.1141,0,1970,23,"Drama,Fantasy,Horror",7.4,8,Drama
200020,tt0359522,short,Joy Ride: An Auto Theft,Joy Ride: An Auto Theft,0,1976,13,"Drama,Short",4.9,130,Drama
115789,tt0174182,tvEpisode,A Savage Christmas: The Fall of Hong Kong,A Savage Christmas: The Fall of Hong Kong,0,1992,104,"Documentary,History,War",6.6,31,Documentary
891205,tt5096246,movie,Disappearance,Disappearance,0,2019,79,"Romance,Thriller",3.3,121,Romance
779620,tt3163284,tvEpisode,Bones to Pick,Bones to Pick,0,2013,44,"Comedy,Drama",7.6,61,Comedy
508563,tt1167868,movie,Cat Girls Gamblers: Abandoned Fangs of Triumph,Toba no mesu neko: sutemi no shôbu,0,1966,85,"Comedy,Crime",6.3,41,Comedy
809,tt0001446,short,The Way of the World,The Way of the World,0,1910,16,"Drama,Short",5.3,7,Drama
