,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
638822,tt1728377,tvEpisode,Customs and Border Patrol,Customs and Border Patrol,0,2010,22,"Action,Crime,Reality-TV",5.8,10,Action
542250,tt1260381,short,Mowgli. The Last Hunt of Akela,Maugli. Poslednyaya okhota Akely,0,1969,19,"Adventure,Animation,Short",8.0,707,Adventure
744699,tt2580620,video,She's So Cute! #5,She's So Cute! #5,1,2012,132,Adult,3.8,5,Adult
726678,tt2365581,tvEpisode,Episode #1.5,Episode #1.5,0,2012,55,"Drama,Mystery",7.5,22,Drama
658842,tt1848607,tvEpisode,Lake by Mountain,Lake by Mountain,0,1985,25,"Documentary,Family",9.4,11,Documentary
855497,tt4428394,tvEpisode,Rift,Rift,0,2015,25,"Action,Animation,Drama",8.1,250,Action
989549,tt6913744,video,"Mazzy Star: Fade Into You, B&W Version","Mazzy Star: Fade Into You, B&W Version",0,1994,4,"Music,Short",7.7,6,Music
625833,tt1653848,movie,Donoma,Donoma,0,2010,133,Drama,7.0,191,Drama
481070,tt1101046,movie,Le Cirque: A Table in Heaven,Le Cirque: A Table in Heaven,0,2007,78,Documentary,6.7,103,Documentary
97548,tt0136768,video,Dangerous Tides,Dangerous Tides,1,1998,83,"Action,Adult",6.1,244,Action
744015,tt2571174,short,Gorilla,Gorilla,0,2013,13,"Drama,Mystery,Short",5.4,26,Drama
73485,tt0101277,tvMovie,Aftermath: A Test of Love,Aftermath: A Test of Love,0,1991,97,"Crime,Drama",6.2,133,Crime
172990,tt0295102,tvSeries,Jokers Wild,Jokers Wild,0,1969,30,"Comedy,Game-Show",7.1,33,Comedy
709736,tt2231074,short,A Tempestade,A Tempestade,0,2012,40,"Drama,Short",5.5,6,Drama
587437,tt1441956,movie,West Is West,West Is West,0,2010,103,"Comedy,Drama",6.4,2934,Comedy
991064,tt6951368,tvEpisode,But I Really Like the Kids,But I Really Like the Kids,0,2017,42,"Comedy,Drama",8.1,8,Comedy
614067,tt1587406,video,Circle of Fury,Circle of Fury,0,2010,91,Action,3.7,46,Action
770776,tt3010992,short,Rhapsodie pour un pot-au-feu,Rhapsodie pour un pot-au-feu,0,2013,3,"Animation,Short",6.0,21,Animation
887521,tt5033576,tvEpisode,The Riot,The Riot,0,2015,44,Reality-TV,7.3,6,Reality-TV
362436,tt0746082,tvEpisode,The Interview,The Interview,0,2004,22,Comedy,7.7,27,Comedy
195077,tt0347010,movie,Fondovalle,Fondovalle,0,1998,74,Drama,4.2,6,Drama
235693,tt0442691,tvMovie,Mr. und Mrs. Right,Mr. und Mrs. Right,0,2004,90,"Comedy,Romance",6.8,58,Comedy
339328,tt0686986,tvEpisode,Stage Struck,Stage Struck,0,1977,25,Comedy,8.5,51,Comedy
674616,tt1971665,tvEpisode,Blocks,Blocks,0,2001,25,"Animation,Comedy,Family",7.4,5,Animation
597064,tt1496373,video,'Gavin & Stacey': How It Happened,'Gavin & Stacey': How It Happened,0,2007,25,"Documentary,Short",7.2,16,Documentary
311024,tt0620208,tvEpisode,Care-Takin' Care of Business,Care-Takin' Care of Business,0,2005,22,"Animation,Comedy,Drama",7.4,151,Animation
784446,tt3237516,tvEpisode,Ginger Cow,Ginger Cow,0,2013,22,"Animation,Comedy",7.8,1694,Animation
11926,tt0028395,movie,Too Many Parents,Too Many Parents,0,1936,73,"Comedy,Drama",6.5,53,Comedy
394594,tt0839766,short,Coop's Night In,Coop's Night In,0,2006,23,"Comedy,Drama,Short",6.8,16,Comedy
116683,tt0176048,movie,The Prince and the Evening Star,Princ a Vecernice,0,1979,86,"Adventure,Comedy,Family",7.1,675,Adventure
353657,tt0720264,tvEpisode,She Never Had the Vegas Notion,She Never Had the Vegas Notion,0,1969,30,Comedy,7.4,18,Comedy
354049,tt0720932,tvEpisode,Kim's Hope Chest,Kim's Hope Chest,0,2000,45,"Action,Crime,Drama",7.6,37,Action
242807,tt0460710,short,Alim Market,Alim Market,0,2004,14,"Comedy,Short",5.2,24,Comedy
820153,tt3784778,tvEpisode,Leslie and Ron,Leslie and Ron,0,2015,22,Comedy,9.6,3106,Comedy
91757,tt0124580,video,The Flesh Shopping Network,The Flesh Shopping Network,1,1995,86,Adult,4.9,152,Adult
211292,tt0384886,tvShort,Clowns in the Hood,Clowns in the Hood,0,2003,25,"Documentary,Short",5.8,8,Documentary
352132,tt0716789,tvEpisode,I Only Have Ice for You,I Only Have Ice for You,0,1990,22,"Action,Adventure,Animation",7.9,73,Action
566129,tt1334526,movie,Deadtime Stories: Volume 1,Deadtime Stories,0,2009,77,Horror,4.1,523,Horror
910723,tt5445418,tvEpisode,One Warm Word,One Warm Word,0,2015,91,"Comedy,Drama,Family",8.5,42,Comedy
242114,tt0458751,tvEpisode,El crimen de las estanqueras,El crimen de las estanqueras,0,1991,60,"Crime,Drama",6.2,22,Crime
1004458,tt7236870,short,Sissi ohne Franz,Sissi ohne Franz,0,2017,17,"Comedy,Drama,Short",9.0,10,Comedy
458051,tt1048484,tvEpisode,"Sorry, Harvey","Sorry, Harvey",0,2007,27,"Comedy,Drama",8.6,715,Comedy
1067671,tt8917760,tvEpisode,Épisode 3,Épisode 3,0,2018,23,"Comedy,Crime,Drama",6.6,5,Comedy
308138,tt0613616,tvEpisode,Jack Dreams He's Married to Mary,Jack Dreams He's Married to Mary,0,1954,30,Comedy,8.2,32,Comedy
283799,tt0559098,tvEpisode,The House That Dharma Built,The House That Dharma Built,0,1998,30,"Comedy,Romance",7.6,79,Comedy
9468,tt0025199,short,Grandfather's Clock,Grandfather's Clock,0,1934,6,"Animation,Short",4.8,18,Animation
551354,tt1287851,short,Peeks at Hollywood,Peeks at Hollywood,0,1946,9,"Comedy,Short",6.4,16,Comedy
823585,tt3840096,movie,Caught Between the Two,Caught Between the Two,0,2016,72,Drama,5.6,7,Drama
680461,tt2013587,tvEpisode,A Wolf Running in the Horizon! There Lies the End of Love and Hatred!,A Wolf Running in the Horizon! There Lies the End of Love and Hatred!,0,1986,25,"Action,Adventure,Animation",7.3,11,Action
979105,tt6703780,tvSeries,Sorelle,Sorelle,0,2017,100,Drama,6.0,86,Drama
602512,tt1524702,tvEpisode,Would I Think of Suicide?,Would I Think of Suicide?,0,2009,42,"Comedy,Drama,Mystery",8.1,368,Comedy
847656,tt4277228,tvEpisode,Stalag 14th Virginia,Stalag 14th Virginia,0,2015,43,"Action,Adventure,Drama",7.8,451,Action
423214,tt0947147,tvEpisode,Stinging a Stinger,Stinging a Stinger,0,1989,15,"Action,Adventure,Animation",6.9,18,Action
477102,tt10927594,tvEpisode,Episode #3.2,Episode #3.2,0,2019,60,"Comedy,Documentary",7.9,106,Comedy
44512,tt0067445,movie,Death in Venice,Morte a Venezia,0,1971,130,Drama,7.4,18576,Drama
175546,tt0300295,tvMovie,The Omen Legacy,The Omen Legacy,0,2001,100,Documentary,6.8,292,Documentary
645770,tt1767344,movie,Mahabbat oyunu,Mahabbat oyunu,0,1936,55,Comedy,5.8,12,Comedy
364333,tt0748827,tvEpisode,Marry Me a Little,Marry Me a Little,0,2002,21,"Comedy,Romance",7.7,199,Comedy
1075718,tt9122678,tvEpisode,Diss,Diss,0,2019,41,"Crime,Drama,Mystery",7.2,375,Crime
860059,tt4505948,tvEpisode,Sole Power,Sole Power,0,2015,11,"Action,Adventure,Animation",8.5,106,Action
794998,tt3399862,movie,My Summer as a Goth,My Summer as a Goth,0,2018,100,Drama,5.3,45,Drama
217555,tt0398296,short,Round,Round,0,2003,13,"Comedy,Short",7.2,11,Comedy
17535,tt0035419,movie,Tarzan's New York Adventure,Tarzan's New York Adventure,0,1942,71,"Action,Adventure",6.6,3060,Action
962393,tt6338762,tvMiniSeries,They Had a Dream,Le rêve français,0,2017,186,Drama,6.3,25,Drama
3082,tt0011805,movie,Under Crimson Skies,Under Crimson Skies,0,1920,60,Adventure,3.9,12,Adventure
917046,tt5552922,movie,The Calm Tempest,The Calm Tempest,0,2016,73,Documentary,7.9,8,Documentary
566342,tt1335603,tvEpisode,Allegra Caldarello,Allegra Caldarello,0,2009,41,Drama,7.6,190,Drama
593857,tt1478394,movie,Home of Strangers,Home of Strangers,0,2009,90,"Action,Drama,Romance",6.5,33,Action
722723,tt2335854,movie,"Surprise, Surprise!!!","Surprise, Surprise!!!",0,2014,108,"Comedy,Romance",5.7,11,Comedy
71868,tt0099338,movie,Da Jue Zhan I: Liao Shen Zhan Yi,Da Jue Zhan I: Liao Shen Zhan Yi,0,1990,222,"Drama,History,War",6.5,129,Drama
343301,tt0696548,tvEpisode,My Best Friend's Wedding,My Best Friend's Wedding,0,2004,24,"Comedy,Drama",8.6,824,Comedy
276987,tt0541829,tvEpisode,Gold Strike,Gold Strike,0,1954,30,Western,7.4,9,Western
890866,tt5090666,tvEpisode,Payback,Payback,0,2015,46,"Crime,Documentary",8.1,7,Crime
738847,tt2492622,short,Witch Hunt,Witch Hunt,0,2012,12,"Horror,Short",9.2,5,Horror
15942,tt0033499,short,Crime Control,Crime Control,0,1941,10,"Comedy,Crime,Short",6.6,47,Comedy
140595,tt0225831,video,Gakidama,Gakidama,0,1985,54,Horror,5.7,117,Horror
459544,tt1051704,movie,Devil's Grove,Devil's Grove,0,2008,98,Horror,6.0,28,Horror
953630,tt6182864,movie,Prosta historia o morderstwie,Prosta historia o morderstwie,0,2016,89,"Crime,Thriller",5.9,281,Crime
508289,tt1167222,tvEpisode,Hunter J Returns! Protect Tatetops!,Hunter J Returns! Protect Tatetops!,0,2007,22,"Action,Adventure,Animation",6.5,42,Action
598506,tt1503822,tvEpisode,Episode #11.27,Episode #11.27,0,2009,41,"Game-Show,Reality-TV",5.7,14,Game-Show
62983,tt0088989,movie,Dario Argento's World of Horror,Il mondo dell'orrore di Dario Argento,0,1985,76,"Biography,Documentary",6.4,403,Biography
366172,tt0752258,tvEpisode,Interesting,Interesting,0,1982,32,Comedy,8.4,232,Comedy
271965,tt0529632,tvEpisode,Rain from Heaven,Rain from Heaven,0,1963,60,Western,7.7,63,Western
96679,tt0134914,movie,Psycho Sisters,Psycho Sisters,0,1998,96,"Horror,Thriller",4.4,263,Horror
660826,tt1860050,tvEpisode,Escape from Galaluna,Escape from Galaluna,0,2011,21,"Action,Adventure,Animation",8.9,52,Action
668390,tt1921006,movie,Luther's Magic Weed,Luther's Magic Weed,0,2011,101,Comedy,7.2,15,Comedy
907752,tt5358886,video,Point Break: Ride the Wave,Point Break: Ride the Wave,0,2006,6,Short,6.2,12,Short
964050,tt6370304,tvEpisode,The Riddle of the Sphinx,The Riddle of the Sphinx,0,2017,31,"Comedy,Drama,Horror",8.6,1364,Comedy
208031,tt0377588,movie,Capital Punishment,Capital Punishment,0,2003,88,Crime,6.1,77,Crime
102835,tt0148158,short,Flat Foot Fledgling,Flat Foot Fledgling,0,1952,7,"Animation,Comedy,Family",5.0,11,Animation
289001,tt0570059,tvEpisode,The Boyfriend Stealer,The Boyfriend Stealer,0,1994,23,"Comedy,Romance",6.6,28,Comedy
365446,tt0751155,tvEpisode,Lord of the Flies,Lord of the Flies,0,2001,45,"Crime,Drama,Mystery",7.1,1831,Crime
650180,tt1795338,tvEpisode,Worlds Apart,Worlds Apart,0,2011,46,"Drama,Sport",8.8,61,Drama
657092,tt1837625,video,Photographs,Photographs,0,2010,6,"Animation,Drama,Short",6.8,20,Animation
163455,tt0276732,tvSeries,State of Grace,State of Grace,0,2001,30,"Comedy,Drama",8.2,583,Comedy
272638,tt0530843,tvEpisode,Angela's Ashes,Angela's Ashes,0,2000,22,"Comedy,Drama,Family",8.1,161,Comedy
618414,tt1611845,movie,Frozen,Wai nei chung ching,0,2010,92,"Fantasy,Romance",5.4,82,Fantasy
342482,tt0694923,tvEpisode,Kate Jackson/Delbert McClinton,Kate Jackson/Delbert McClinton,0,1979,90,"Comedy,Music",6.4,49,Comedy
391197,tt0830718,tvEpisode,Double Cross My Heart,Double Cross My Heart,0,2005,23,"Action,Adventure,Animation",7.7,61,Action
191194,tt0336705,tvMovie,Knockin' on Dylan's Door - Begegnungen mit Bob Dylan,Knockin' on Dylan's Door - Begegnungen mit Bob Dylan,0,2001,80,Documentary,6.4,5,Documentary
768651,tt2976830,tvEpisode,The Good Samaritan,The Good Samaritan,0,2013,44,"Drama,Family,Romance",8.1,76,Drama
664840,tt1886342,tvEpisode,Down to the Wire,Down to the Wire,0,2011,43,"Reality-TV,Sport",7.3,9,Reality-TV
805566,tt3559450,tvEpisode,Nebraska,Nebraska,0,2014,52,Documentary,8.1,17,Documentary
747679,tt2628110,video,The Neighbors Volume 2,The Neighbors Volume 2,1,2012,172,"Adult,Crime,Drama",7.6,5,Adult
1086421,tt9472776,video,Maella: Crush Me,Maella: Crush Me,0,2018,4,"Music,Short",9.1,13,Music
875574,tt4782198,tvEpisode,Torn Apart,Torn Apart,0,2015,43,"Horror,Reality-TV,Sci-Fi",8.8,6,Horror
815913,tt3714722,tvSeries,MechaNick,MechaNick,0,2003,10,"Animation,Family",3.6,8,Animation
739853,tt2507538,movie,Utoya Island,Utoya Island,0,2012,60,"Crime,Thriller",1.6,140,Crime
119177,tt0180748,movie,In China They Eat Dogs,I Kina spiser de hunde,0,1999,91,"Action,Comedy,Crime",7.4,19878,Action
156995,tt0262883,tvMovie,Le voyage dans la lune,Le voyage dans la lune,0,1986,200,"Comedy,Fantasy,Musical",7.7,257,Comedy
588649,tt1449190,short,Games of Youth,Jugendspiele,0,1907,2,"Short,Sport",5.1,34,Short
895272,tt5161160,tvEpisode,Burning Love,Burning Love,0,2015,21,Reality-TV,4.0,6,Reality-TV
751313,tt2677786,short,Simpler Times,Simpler Times,0,2014,33,"Comedy,Family,Short",8.4,26,Comedy
857879,tt4466490,movie,Sieranevada,Sieranevada,0,2016,173,"Comedy,Drama",7.3,4589,Comedy
202803,tt0365906,short,Waiting Room,Waiting Room,0,1999,12,"Mystery,Short",8.2,6,Mystery
334679,tt0677581,tvEpisode,Burglar Alarmed/Shotgun Wedding,Burglar Alarmed/Shotgun Wedding,0,2003,23,"Action,Adventure,Animation",7.0,77,Action
197383,tt0353328,movie,The First Amendment of Korea,Daehanminguk heonbeob je 1jo,0,2003,108,"Comedy,Drama",5.7,65,Comedy
985896,tt6840014,tvSeries,De 12 van Oldenheim,De 12 van Oldenheim,0,2017,45,"Drama,Mystery,Thriller",7.4,691,Drama
364301,tt0748795,tvEpisode,"Grace, Replaced","Grace, Replaced",0,1999,21,"Comedy,Romance",7.8,300,Comedy
259337,tt0503801,tvEpisode,Come and Knock on Our Door,Come and Knock on Our Door,0,2003,20,"Comedy,Drama",7.8,114,Comedy
214264,tt0391398,video,Personal Trainers: Part 7,Personal Trainers: Part 7,1,2004,121,Adult,5.0,21,Adult
247996,tt0475188,tvSeries,Crittercam,Crittercam,0,2003,30,Documentary,6.4,13,Documentary
897162,tt5192718,tvShort,"Das FIFA-Märchen: Fragen an Schorsch Aigner - der Mann, der Franz Beckenbauer war","Das FIFA-Märchen: Fragen an Schorsch Aigner - der Mann, der Franz Beckenbauer war",0,2015,18,"Comedy,Short",8.0,10,Comedy
1083211,tt9356688,tvEpisode,Vagarina,Vagarina,0,2020,21,Comedy,7.0,102,Comedy
827077,tt3901518,tvEpisode,Episode #1.6016,Episode #1.6016,0,2014,28,"Drama,Romance",7.4,5,Drama
105575,tt0152528,video,Sorority Sex Kittens 2,Sorority Sex Kittens 2,1,1994,83,"Adult,Comedy,Romance",7.6,32,Adult
869317,tt4677958,short,Chouriki Sentai Ohranger: The Movie,Chôriki Sentai Ôrenjâ Za Mûbî,0,1995,40,"Action,Short",7.0,10,Action
235054,tt0440978,movie,Strike,Strajk - Die Heldin von Danzig,0,2006,104,Drama,6.9,434,Drama
451705,tt10351232,tvSeries,Kahaan Hum Kahaan Tum,Kahaan Hum Kahaan Tum,0,2019,22,Romance,7.9,360,Romance
716422,tt2287663,tvMovie,Blue Lagoon: The Awakening,Blue Lagoon: The Awakening,0,2012,85,"Drama,Romance",5.5,13336,Drama
431162,tt0978921,tvSeries,Ferdy,Ferdy,0,1984,30,"Adventure,Animation,Comedy",6.8,159,Adventure
18641,tt0036740,short,Dancing Romeo,Dancing Romeo,0,1944,10,"Comedy,Family,Short",6.0,47,Comedy
703301,tt2182217,short,Trattoria,Trattoria,0,2012,43,"Drama,Short",6.7,11,Drama
15611,tt0033107,movie,Stranger on the Third Floor,Stranger on the Third Floor,0,1940,64,"Crime,Drama,Film-Noir",6.9,3566,Crime
269206,tt0523968,tvEpisode,Vamps Like Us,Vamps Like Us,0,1997,43,"Crime,Drama",8.0,6,Crime
91432,tt0124039,movie,Oskar,Oskar,0,1962,81,Comedy,6.3,30,Comedy
11858,tt0028310,movie,Stolen Holiday,Stolen Holiday,0,1937,80,"Drama,Romance",6.3,448,Drama
353220,tt0719096,tvEpisode,Notes from the Underground: Part 3,Notes from the Underground: Part 3,0,2003,22,"Action,Adventure,Animation",8.1,100,Action
703114,tt2181396,short,Resident Evil: Underground,Resident Evil: Underground,0,2012,11,"Action,Horror,Sci-Fi",5.6,93,Action
312302,tt0624067,tvEpisode,Leapin' Lizards,Leapin' Lizards,0,1988,48,Drama,6.7,14,Drama
1002739,tt7203520,movie,Werewolf,Wilkolak,0,2018,88,"Drama,Horror,War",6.0,1013,Drama
21337,tt0040067,movie,Aag,Aag,0,1948,138,"Musical,Romance",7.4,352,Musical
920540,tt5609884,tvEpisode,Resistance,Resistance,0,2016,41,"Action,Drama,Sci-Fi",8.9,681,Action
945748,tt6047362,tvEpisode,The Container Collaboration,The Container Collaboration,0,2016,40,Reality-TV,7.8,5,Reality-TV
656978,tt1836945,short,The Blacksmith,The Blacksmith,0,2011,11,"Documentary,Short",9.3,15,Documentary
766420,tt2944016,tvEpisode,Star Trek: The Next Generation/X-Men #1,Star Trek: The Next Generation/X-Men #1,0,2013,28,"Comedy,Sci-Fi",7.4,7,Comedy
1082364,tt9330028,video,Toto: Angel Don't Cry,Toto: Angel Don't Cry,0,1984,4,"Music,Short",6.5,6,Music
1009212,tt7341684,tvEpisode,"Sex, Lies, and Missing Interns","Sex, Lies, and Missing Interns",0,2017,42,"Crime,Documentary",7.5,17,Crime
253821,tt0488579,short,Mavis and the Mermaid,Mavis and the Mermaid,0,2000,14,"Drama,Short",5.5,10,Drama
193560,tt0343238,tvSeries,La balsamine,La balsamine,0,1962,30,Drama,7.7,88,Drama
746374,tt2609594,short,O Pesar da Dúvida,O Pesar da Dúvida,0,2013,14,"Drama,Fantasy,Mystery",9.0,5,Drama
281891,tt0555192,tvEpisode,The Te of Pacey,The Te of Pacey,0,2001,43,"Drama,Romance",7.6,133,Drama
112419,tt0166833,movie,Syshchik,Syshchik,0,1980,134,"Action,Crime",6.9,108,Action
52187,tt0076361,movie,Mansion of the Doomed,Mansion of the Doomed,0,1976,89,"Horror,Thriller",5.6,584,Horror
941653,tt5977724,tvEpisode,Things Are Going to Get Worse,Things Are Going to Get Worse,0,2017,60,"Crime,Drama",8.8,417,Crime
598094,tt1501849,tvEpisode,Bloodsport,Bloodsport,0,2009,60,"Crime,Drama,Mystery",7.7,517,Crime
83967,tt0114092,movie,Pari,Pari,0,1995,115,"Drama,Romance",6.6,782,Drama
480856,tt1100590,short,The Golden Voice,The Golden Voice,0,2006,25,"Drama,Short",8.1,13,Drama
460256,tt10530150,tvEpisode,UFOs and the Presidents: FDR to JFK,UFOs and the Presidents: FDR to JFK,0,2019,44,Documentary,8.4,8,Documentary
435984,tt10004786,tvEpisode,When the Rains Came,When the Rains Came,0,2019,41,"Comedy,Crime,Drama",7.7,167,Comedy
552521,tt12915750,tvEpisode,Tag 12: Ich möchte nicht mehr blasen,Tag 12: Ich möchte nicht mehr blasen,0,2020,91,"Game-Show,Reality-TV",7.4,5,Game-Show
354740,tt0723787,tvEpisode,The Time She Made a Temporary Decision,The Time She Made a Temporary Decision,0,2000,60,Drama,8.7,11,Drama
332192,tt0670332,tvEpisode,Not So Fast,Not So Fast,0,1996,44,"Drama,Family",7.9,46,Drama
1063638,tt8789834,tvEpisode,From Death to Morning,From Death to Morning,0,2018,22,"Action,Adventure,Animation",8.4,54,Action
473702,tt10850666,movie,Militantes,Militantes,0,2012,52,Documentary,9.0,9,Documentary
321776,tt0645290,tvEpisode,Laughter Is a Boy,Laughter Is a Boy,0,1954,25,Drama,8.6,9,Drama
189021,tt0330529,short,Klaustrophobie,Klaustrophobie,0,2002,13,Short,7.2,34,Short
41747,tt0064234,tvMovie,Dial Hot Line,Dial Hot Line,0,1970,120,Drama,7.5,26,Drama
958456,tt6264496,short,I'm Not from Here,Yo no soy de aquí,0,2016,26,"Documentary,Short",8.2,51,Documentary
663201,tt1875085,tvEpisode,Big Time Rocker,Big Time Rocker,0,2011,23,"Comedy,Family,Musical",8.7,64,Comedy
63920,tt0090087,short,Stray Dogs,Stray Dogs,0,1985,10,Short,6.1,214,Short
983458,tt6789898,short,"One, Two, Altogether!","Raz, dva - druzhno!",0,1967,10,"Animation,Short",7.5,13,Animation
815236,tt3704048,tvEpisode,Invasion of the Samurai Sluts from Hell!,Invasion of the Samurai Sluts from Hell!,0,2014,17,Comedy,8.3,11,Comedy
64474,tt0090724,movie,Bibos Männer,Bibos Männer,0,1986,80,"Comedy,Romance",5.0,6,Comedy
453539,tt1039171,tvEpisode,The Chiavennasca,The Chiavennasca,0,2007,42,Drama,7.4,118,Drama
199697,tt0358719,video,Summer Camp Sun Bunnies,Summer Camp Sun Bunnies,1,2003,112,Adult,6.1,11,Adult
61221,tt0086911,movie,Das Arche Noah Prinzip,Das Arche Noah Prinzip,0,1984,100,Sci-Fi,4.9,813,Sci-Fi
910925,tt5448258,short,Memorium,Memorium,0,2016,2,"Horror,Short,Thriller",4.7,23,Horror
941520,tt5974778,tvSeries,Karmbhoomi,Karmbhoomi,0,2016,22,"Comedy,Drama",5.8,13,Comedy
303887,tt0601677,tvEpisode,Fathers and Guns,Fathers and Guns,0,1986,47,"Crime,Drama,Mystery",7.6,45,Crime
665367,tt1890416,short,H-bar,H-bar,0,2001,9,"Drama,Short",7.4,41,Drama
717292,tt2293069,tvEpisode,The Heart Will Go On,The Heart Will Go On,0,2012,42,"Comedy,Drama,Romance",7.5,120,Comedy
80759,tt0110089,movie,I Don't Hate Las Vegas Anymore,I Don't Hate Las Vegas Anymore,0,1994,70,Documentary,6.5,71,Documentary
3101,tt0011874,movie,A Woman in Grey,A Woman in Grey,0,1920,235,Drama,6.5,40,Drama
709179,tt2226114,tvEpisode,Lord for a Day,Lord for a Day,0,1995,22,"Action,Adventure,Animation",7.8,6,Action
313138,tt0625593,tvEpisode,The Carnival,The Carnival,0,1954,30,"Adventure,Drama,Family",7.2,20,Adventure
283997,tt0559310,tvEpisode,Witness to Murder,Witness to Murder,0,1995,60,"Crime,Drama,Mystery",8.0,63,Crime
522528,tt1203097,tvEpisode,The Aurora,The Aurora,0,1993,23,"Action,Adventure,Animation",6.0,13,Action
808650,tt3604958,movie,East Jerusalem/West Jerusalem,East Jerusalem/West Jerusalem,0,2014,80,"Documentary,Music",6.8,60,Documentary
794944,tt3399022,tvEpisode,Off the Deep End,Off the Deep End,0,2013,43,Reality-TV,7.2,9,Reality-TV
690875,tt2092949,tvEpisode,Codename: Grades,Codename: Grades,0,2011,30,Comedy,7.8,74,Comedy
1022160,tt7661560,video,Alice in Chains: Check My Brain,Alice in Chains: Check My Brain,0,2009,3,"Music,Short",6.7,6,Music
515034,tt11829048,short,Fabulous,Fabulous,0,2020,1,"Comedy,Drama,Short",8.1,7,Comedy
341472,tt0693143,tvEpisode,The Competition,The Competition,0,2002,30,"Comedy,Family,Fantasy",6.6,104,Comedy
55462,tt0080181,movie,Zum Gasthof der spritzigen Mädchen,Zum Gasthof der spritzigen Mädchen,0,1979,87,Comedy,5.0,56,Comedy
541902,tt1259219,tvSpecial,Premiya Muz-TV 2003,Premiya Muz-TV 2003,0,2003,240,Music,3.5,12,Music
629561,tt1675438,video,The Home Front,The Home Front,0,2010,23,"Drama,Short",8.1,8,Drama
561558,tt1319560,tvMovie,Carmen,Carmen,0,2007,152,"Drama,Music",8.4,37,Drama
850922,tt4336832,tvEpisode,All That Glitters,All That Glitters,0,2015,45,"Crime,Drama,Mystery",8.0,171,Crime
27077,tt0047146,movie,Khyber Patrol,Khyber Patrol,0,1954,71,"Adventure,History,War",5.8,78,Adventure
587045,tt1440205,short,"Ioane, cum e la constructii?","Ioane, cum e la constructii?",0,1983,13,"Documentary,Short",6.9,7,Documentary
365390,tt0751099,tvEpisode,Deep Throat,Deep Throat,0,1993,46,"Crime,Drama,Mystery",8.2,5532,Crime
670412,tt1935526,tvEpisode,The Last Street in Manhattan,The Last Street in Manhattan,0,2011,44,"Crime,Drama,Mystery",8.3,174,Crime
904546,tt5306032,tvEpisode,Battle of the Bloodlines: Blood Brothers,Battle of the Bloodlines: Blood Brothers,0,2016,41,"Adventure,Game-Show,Reality-TV",8.1,10,Adventure
163406,tt0276628,movie,Yehi Hai Zindagi,Yehi Hai Zindagi,0,1977,133,"Comedy,Drama",6.4,115,Comedy
937533,tt5902484,movie,Kaatru Veliyidai,Kaatru Veliyidai,0,2017,146,"Action,Romance",5.9,1757,Action
214643,tt0392380,movie,Magyosnitzi,Magyosnitzi,0,1999,107,"Family,Fantasy",6.5,20,Family
228702,tt0425434,short,Black Strawberries,Schwarze Erdbeeren,0,2005,20,Short,7.2,17,Short
259559,tt0504406,tvEpisode,Hide Away,Hide Away,0,1989,22,"Comedy,Family,Sci-Fi",7.4,166,Comedy
137159,tt0217836,video,(Sökarna) Återkomsten,(Sökarna) Återkomsten,0,2006,90,"Crime,Drama",2.5,427,Crime
840775,tt4156898,tvEpisode,To Protect and to (Over) Serve,To Protect and to (Over) Serve,0,2014,42,Reality-TV,6.1,13,Reality-TV
452185,tt1036209,tvEpisode,Daisy in the Sky,Daisy in the Sky,0,2006,24,"Animation,Comedy,Family",6.2,13,Animation
123167,tt0188073,tvMovie,Murder at 75 Birch,Murder at 75 Birch,0,1998,86,Thriller,5.6,195,Thriller
293971,tt0580418,tvEpisode,Flipper and the Puppy,Flipper and the Puppy,0,1966,30,"Adventure,Family",7.7,18,Adventure
741206,tt2525216,tvEpisode,Mother Bigfoot,Mother Bigfoot,0,2012,43,"Documentary,Drama,Thriller",6.8,8,Documentary
1067897,tt8924606,video,Red Hot Chili Peppers: Fortune Faded,Red Hot Chili Peppers: Fortune Faded,0,2003,3,"Music,Short",7.4,7,Music
88735,tt0119914,tvEpisode,Feuertod,Feuertod,0,1997,85,"Crime,Drama",5.8,12,Crime
528251,tt12186172,video,Thom Artway: This Light (#nahoupacce),Thom Artway: This Light (#nahoupacce),0,2019,5,"Music,Short",8.1,9,Music
434820,tt0995679,tvEpisode,Diplomacy,Diplomacy,0,2007,44,"Drama,Family,Romance",7.4,24,Drama
328136,tt0658894,tvEpisode,Panique à Saint-Patrick,Panique à Saint-Patrick,0,2000,94,"Crime,Mystery,Thriller",6.8,10,Crime
880674,tt4893782,tvEpisode,Night Walker,Night Walker,0,2015,22,Crime,7.2,5,Crime
1030824,tt7874476,short,Agua Viva,Agua Viva,0,2018,7,"Animation,Short",7.3,47,Animation
739469,tt2502508,tvEpisode,Dead End,Dead End,0,2010,5,"Comedy,Horror,Short",7.3,7,Comedy
489048,tt11181408,tvEpisode,Speaker Nancy Pelosi,Speaker Nancy Pelosi,0,2019,41,"Comedy,Talk-Show",6.6,16,Comedy
511878,tt11753800,tvEpisode,Frozen Treasure,Frozen Treasure,0,2020,41,Reality-TV,8.1,21,Reality-TV
301669,tt0597632,tvEpisode,The Marshal's Boy,The Marshal's Boy,0,1960,30,Western,7.8,56,Western
